STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT05,WT08,WT09
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-05-2012,9.62,,,0,0,0,,60,51,,310,,33.1,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-05-2012,14.54,,,0,0,0,,61,51,,270,,32,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-05-2012,6.93,,,0,0,0,,67,47,,280,300,21,30,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-05-2012,7.83,,,0,0,0,,69,49,,290,,17,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-05-2012,7.61,,,0,0,0,,72,50,,290,80,21,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-05-2012,10.07,,,0,0,0,,63,52,,,,,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-05-2012,12.97,,,0,0,0,,66,53,,280,90,28,45,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-05-2012,9.62,,,0,0,0,,68,50,,270,310,21.9,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-05-2012,13.42,,,0,0,0,,68,49,,280,360,30,40,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-05-2012,15.88,,,0,0,0,,64,50,,280,300,25.9,36,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-05-2012,13.87,,,0,0,0,,60,50,,250,260,21.9,42.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-05-2012,10.74,,,0,0,0,,61,52,,270,90,17,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-05-2012,13.65,,,0,0,0,,63,52,,260,,21.9,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-05-2012,8.05,,,0,0,0,,64,50,,270,320,18.1,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-05-2012,7.61,,,0,0,0,,64,50,,280,280,21,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",31-05-2012,7.83,,,0,0,0,,76,56,,290,320,17,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-06-2012,9.62,,,0,0,0,,71,53,,280,70,21,44.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-06-2012,13.65,,,0,0,0,,65,52,,250,250,23,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-06-2012,10.96,,,0,0,0,,66,51,,260,300,23.9,36.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-06-2012,14.09,,,0.09,0,0,,61,52,,280,300,28,31.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-06-2012,14.54,,,0,0,0,,66,50,,280,280,25.1,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-06-2012,8.05,,,0,0,0,,66,47,,270,260,19.9,32,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-06-2012,8.72,,,0,0,0,,67,49,,260,250,23.9,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-06-2012,9.84,,,0,0,0,,68,49,,290,310,23,38,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-06-2012,9.17,,,0,0,0,,76,47,,280,280,23.9,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-06-2012,4.7,,,0,0,0,,82,50,,280,290,15,28,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-06-2012,7.16,,,0,0,0,,83,53,,290,290,21,23,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-06-2012,8.5,,,0,0,0,,72,49,,280,280,21,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-06-2012,8.72,,,0,0,0,,65,51,,270,280,19.9,21.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-06-2012,10.51,,,0,0,0,,65,51,,240,100,19.9,36.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-06-2012,8.5,,,0,0,0,,73,48,,290,290,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-06-2012,4.92,,,0,0,0,,85,52,,300,300,17,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-06-2012,12.3,,,0,0,0,,73,53,,310,300,23.9,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-06-2012,9.4,,,0,0,0,,65,52,,280,280,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-06-2012,7.61,,,0,0,0,,71,49,,60,280,21.9,33.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-06-2012,7.61,,,0,0,0,,81,50,,290,280,21.9,38,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-06-2012,14.32,,,0,0,0,,58,51,,260,260,23,30,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-06-2012,11.86,,,0,0,0,,66,51,,100,70,23.9,36.9,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-06-2012,12.3,,,0,0,0,,66,52,,280,90,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-06-2012,12.3,,,0,0,0,,68,53,,270,320,21.9,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-06-2012,9.84,,,0,0,0,,68,54,,280,260,19.9,35.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-06-2012,8.72,,,0,0,0,,71,48,,270,360,21.9,38,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-06-2012,7.61,,,0,0,0,,71,51,,280,280,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-06-2012,10.96,,,0,0,0,,69,53,,260,290,23.9,31.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-06-2012,12.08,,,0,0,0,,68,56,,280,320,21.9,28,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-06-2012,11.63,,,0,0,0,,70,57,,270,310,19.9,28,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-07-2012,10.74,,,0,0,0,,66,57,,270,90,21.9,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-07-2012,13.42,,,0,0,0,,66,55,,250,170,23,28,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-07-2012,6.93,,,0,0,0,,70,53,,260,80,23,33.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-07-2012,8.95,,,0,0,0,,72,52,,250,330,19.9,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-07-2012,12.08,,,0,0,0,,65,55,,270,250,19.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-07-2012,7.61,,,0,0,0,,69,54,,280,100,16.1,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-07-2012,8.72,,,0,0,0,,75,52,,290,320,18.1,31.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-07-2012,10.96,,,0,0,0,,65,53,,280,100,18.1,35.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-07-2012,7.83,,,0,0,0,,65,54,,280,80,17,30,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-07-2012,7.38,,,0,0,0,,74,53,,290,80,19.9,25.1,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-07-2012,9.62,,,0,0,,,77,53,,330,290,18.1,32,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-07-2012,10.07,,,0,0,0,,69,52,,290,90,23.9,35.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-07-2012,12.53,,,0,0,0,,61,52,,280,170,21.9,29.1,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-07-2012,10.07,,,0,0,0,,69,54,,300,290,19.9,28,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-07-2012,9.4,,,0,0,0,,67,54,,300,360,21.9,31.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-07-2012,16.33,,,0.01,0,0,,67,57,,210,230,25.9,30,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-07-2012,9.84,,,0.02,0,0,,69,56,,290,320,18.1,29.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-07-2012,9.4,,,0,0,0,,68,57,,270,260,17,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-07-2012,9.4,,,0,0,0,,71,55,,260,270,18.1,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-07-2012,8.5,,,0,0,0,,74,57,,290,270,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-07-2012,8.28,,,0,0,0,,83,54,,290,300,18.1,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-07-2012,9.62,,,0,0,0,,71,54,,290,320,21.9,35.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-07-2012,8.28,,,0,0,0,,74,55,,300,320,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-07-2012,8.95,,,0,0,0,,70,54,,310,330,19.9,33.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-07-2012,9.4,,,0,0,0,,69,57,,280,,21,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-07-2012,10.51,,,0,0,0,,68,55,,300,270,19.9,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-07-2012,10.07,,,0,0,0,,68,55,,300,,18.1,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-07-2012,11.41,,,0,0,0,,67,56,,280,280,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-07-2012,8.28,,,0,0,0,,69,55,,290,310,19.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-07-2012,6.71,,,0,0,0,,77,55,,290,290,17,19.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",31-07-2012,9.17,,1624,0,,,,70,53,,290,340,19.9,35.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-08-2012,8.5,,,0,0,0,,71,52,,290,330,21,30,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-08-2012,9.84,,,0,0,0,,72,54,,290,,21,,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-08-2012,8.5,,,0,0,0,,67,55,,310,320,19.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-08-2012,9.84,,,0,0,0,,65,55,,280,310,17,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-08-2012,10.96,,,0,0,0,,69,57,,280,20,19.9,25.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-08-2012,9.17,,,0,0,0,,73,57,,280,270,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-08-2012,8.72,,,0,0,0,,70,53,,270,310,21,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-08-2012,7.38,,,0,0,0,,76,51,,280,280,17,18.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-08-2012,7.61,,,0,0,0,,76,52,,290,330,17,29.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-08-2012,9.62,,,0,0,0,,72,53,,280,280,21,21.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-08-2012,8.05,,,0,0,0,,75,51,,290,290,18.1,21.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-08-2012,9.17,,,0,0,0,,70,55,,290,80,17,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-08-2012,8.5,,,0,0,0,,73,55,,290,300,16.1,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-08-2012,10.51,,,0,0,0,,68,54,,300,310,21,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-08-2012,9.84,,,0,0,0,,68,57,,300,300,19.9,23.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-08-2012,9.17,,,0,0,0,,71,56,,280,280,17,21,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-08-2012,8.95,,,0,0,0,,67,56,,280,280,21,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-08-2012,10.29,,,0,0,0,,69,56,,270,270,19.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-08-2012,9.17,,,0,0,0,,65,55,,280,270,19.9,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-08-2012,7.83,,,0,0,0,,66,54,,280,320,17,23.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-08-2012,10.51,,,0,0,0,,66,55,,280,240,19.9,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-08-2012,10.51,,,0,0,0,,66,55,,300,170,18.1,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-08-2012,8.05,,,0,0,,,67,52,,290,70,19.9,25.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-08-2012,8.28,,,0,0,0,,71,51,,300,300,19.9,23.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-08-2012,9.62,,,0,0,0,,66,56,,260,,21,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-08-2012,13.42,,,0,0,0,,68,57,,280,280,21.9,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-08-2012,5.59,,,0,0,0,,76,56,,290,290,16.1,18.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-08-2012,5.82,,,0,0,0,,76,54,,290,280,17,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-08-2012,6.26,,,0,0,0,,84,50,,290,280,17,21,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-08-2012,9.84,,,0,0,0,,67,53,,310,310,21,25.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",31-08-2012,13.65,,,0,0,0,,63,57,,270,180,19.9,25.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-09-2012,9.4,,,0,0,0,,66,51,,260,240,18.1,23,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-09-2012,5.37,,,0,0,0,,77,49,,290,300,17,18.1,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-09-2012,6.71,,,0,0,0,,77,50,,30,60,18.1,23,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-09-2012,7.61,,,0,0,0,,67,52,,290,320,18.1,31.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-09-2012,6.71,,,0,0,0,,65,55,,290,330,16.1,29.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-09-2012,9.17,,,0,0,0,,68,54,,290,,19.9,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-09-2012,9.62,,,0,0,0,,71,52,,280,280,17,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-09-2012,12.3,,,0,0,0,,66,54,,270,270,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-09-2012,7.83,,,0,0,0,,69,52,,260,270,17,23,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-09-2012,7.16,,,0,0,0,,75,54,,290,290,16.1,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-09-2012,7.38,,,0,0,0,,71,51,,290,300,19.9,21.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-09-2012,7.16,,,0,0,0,,68,55,,290,70,16.1,21.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-09-2012,7.16,,,0,0,,,70,55,,290,290,18.1,21,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-09-2012,9.62,,,0,0,0,,68,55,,280,90,17,23,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-09-2012,8.5,,,0,0,0,,67,53,,290,330,16.1,30,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-09-2012,7.16,,,0,0,0,,67,51,,290,330,19.9,29.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-09-2012,9.17,,,0,0,0,,65,54,,280,,18.1,,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-09-2012,10.96,,,0,0,0,,65,52,,280,260,18.1,23.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-09-2012,14.09,,,0,0,0,,65,54,,280,100,19.9,28,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-09-2012,8.5,,,0,0,0,,64,50,,260,300,17,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-09-2012,5.82,,,0,0,0,,71,48,,280,280,18.1,19.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-09-2012,4.7,,,0,0,0,,75,47,,290,290,18.1,21.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-09-2012,6.49,,,0,0,0,,72,48,,310,290,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-09-2012,6.71,,,0,0,0,,68,50,,290,300,14.1,17,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-09-2012,6.26,,,0,0,0,,68,48,,290,,21,,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-09-2012,7.83,,,0,0,0,,65,51,,290,80,19.9,25.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-09-2012,6.04,,,0,0,0,,72,52,,290,300,17,19.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-09-2012,8.05,,,0,0,0,,61,52,,310,70,23,38,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-09-2012,5.59,,,0,0,0,,69,53,,300,150,17,21.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-09-2012,3.36,,,0,0,0,,88,48,,300,300,14.1,17,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-10-2012,3.58,,,0,0,0,,91,52,,330,330,14.1,32,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-10-2012,3.58,,,0,0,0,,95,54,,310,310,15,17,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-10-2012,7.16,,,0,0,0,,80,59,,310,300,19.9,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-10-2012,10.07,,,0,0,0,,70,56,,290,270,19.9,21.9,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-10-2012,8.05,,,0,0,0,,69,55,,280,90,17,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-10-2012,7.38,,,0,0,0,,71,51,,290,250,17,23.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-10-2012,6.93,,,0,0,0,,69,52,,290,310,16.1,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-10-2012,6.71,,,0,0,0,,70,49,,280,280,17,19.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-10-2012,5.59,,,0,0,0,,71,55,,270,270,16.1,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-10-2012,8.05,,,0,0,0,,66,51,,280,270,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-10-2012,10.51,,,0,0,0,,59,55,,250,170,17,25.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-10-2012,6.04,,,0.02,0,0,,66,50,,280,330,13,29.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-10-2012,4.92,,,0,0,0,,72,45,,270,270,18.1,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-10-2012,3.8,,,0,0,0,,70,58,,270,280,16.1,17,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-10-2012,4.47,,,0,0,0,,73,59,,280,290,15,19.9,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-10-2012,4.7,,,0,0,0,,74,56,,270,270,13,15,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",17-10-2012,3.36,,,0,0,0,,82,51,,300,270,10.1,13,1,1,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",18-10-2012,6.26,,,0,0,0,,87,54,,240,220,17,30,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",19-10-2012,7.83,,,0,0,0,,69,57,,280,330,15,32,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20-10-2012,7.38,,,0,0,0,,69,53,,260,260,23.9,28,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",21-10-2012,12.3,,,0.05,0,0,,64,52,,260,260,21.9,28,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",22-10-2012,14.76,,,0.44,0,0,,65,51,,160,170,23.9,30,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",23-10-2012,6.49,,,0.02,0,0,,63,50,,290,300,23,29.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",24-10-2012,8.05,,,0.11,,0,,63,49,,150,330,17,29.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",25-10-2012,5.82,,,0.01,0,0,,69,49,,20,20,14.1,18.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",26-10-2012,2.91,,,0,0,0,,70,43,,280,40,13,21,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",27-10-2012,3.13,,,0,0,0,,76,49,,290,280,12.1,15,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",28-10-2012,4.7,,,0,0,0,,76,50,,280,280,16.1,30,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",29-10-2012,4.25,,,0,0,0,,73,52,,300,290,12.1,15,1,1,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30-10-2012,5.14,,,0,0,0,,66,55,,290,290,15,16.1,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",31-10-2012,6.26,,,0.15,0,0,,66,60,,190,190,16.1,18.1,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",01-11-2012,3.8,,,0.26,0,0,,67,51,,280,270,15,19.9,1,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",02-11-2012,3.8,,,0,0,0,,67,47,,280,280,12.1,14.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",03-11-2012,4.03,,,0,0,0,,73,49,,280,300,13,28,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",04-11-2012,3.36,,,0,0,0,,79,51,,300,310,12.1,13,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",05-11-2012,2.68,,,0,0,0,,79,53,,300,310,10.1,18.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",06-11-2012,3.58,,,0,0,0,,82,49,,300,310,12.1,14.1,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",07-11-2012,8.72,,,0,0,0,,63,56,,250,310,21.9,29.1,1,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",08-11-2012,14.54,,,0.04,0,0,,64,53,,280,280,31.1,36.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",09-11-2012,9.4,,,0.07,0,0,,58,41,,280,280,21,31.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10-11-2012,8.05,,,0,0,0,,60,44,,290,280,18.1,21.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",11-11-2012,4.7,,,0,0,0,,61,39,,300,210,8.9,13,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",12-11-2012,4.03,,,0,0,0,,65,39,,290,230,13,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",13-11-2012,5.82,,,0,0,0,,67,44,,300,100,14.1,25.9,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",14-11-2012,6.26,,,0,0,0,,66,52,,220,320,12.1,25.1,,,,,,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",15-11-2012,3.58,,,0,0,0,,68,43,,210,330,17,29.1,,,,,1,
USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",16-11-2012,6.04,,,0.19,0,0,,68,50,,140,140,17,21.9,1,,,,,
